"timestamp","date","activity","hour"
"2004-02-24 09:00:00","2004-02-24",0,"09"
"2004-02-24 09:01:00","2004-02-24",0,"09"
"2004-02-24 09:02:00","2004-02-24",0,"09"
"2004-02-24 09:03:00","2004-02-24",0,"09"
"2004-02-24 09:04:00","2004-02-24",0,"09"
"2004-02-24 09:05:00","2004-02-24",0,"09"
"2004-02-24 09:06:00","2004-02-24",0,"09"
"2004-02-24 09:07:00","2004-02-24",0,"09"
"2004-02-24 09:08:00","2004-02-24",0,"09"
"2004-02-24 09:09:00","2004-02-24",0,"09"
"2004-02-24 09:10:00","2004-02-24",0,"09"
"2004-02-24 09:11:00","2004-02-24",0,"09"
"2004-02-24 09:12:00","2004-02-24",0,"09"
"2004-02-24 09:13:00","2004-02-24",0,"09"
"2004-02-24 09:14:00","2004-02-24",0,"09"
"2004-02-24 09:15:00","2004-02-24",0,"09"
"2004-02-24 09:16:00","2004-02-24",734,"09"
"2004-02-24 09:17:00","2004-02-24",2146,"09"
"2004-02-24 09:18:00","2004-02-24",2586,"09"
"2004-02-24 09:19:00","2004-02-24",2752,"09"
"2004-02-24 09:20:00","2004-02-24",3022,"09"
"2004-02-24 09:21:00","2004-02-24",2080,"09"
"2004-02-24 09:22:00","2004-02-24",2586,"09"
"2004-02-24 09:23:00","2004-02-24",3022,"09"
"2004-02-24 09:24:00","2004-02-24",3752,"09"
"2004-02-24 09:25:00","2004-02-24",1111,"09"
"2004-02-24 09:26:00","2004-02-24",2284,"09"
"2004-02-24 09:27:00","2004-02-24",3752,"09"
"2004-02-24 09:28:00","2004-02-24",3991,"09"
"2004-02-24 09:29:00","2004-02-24",4658,"09"
"2004-02-24 09:30:00","2004-02-24",3869,"09"
"2004-02-24 09:31:00","2004-02-24",3869,"09"
"2004-02-24 09:32:00","2004-02-24",4658,"09"
"2004-02-24 09:33:00","2004-02-24",3116,"09"
"2004-02-24 09:34:00","2004-02-24",3214,"09"
"2004-02-24 09:35:00","2004-02-24",3869,"09"
"2004-02-24 09:36:00","2004-02-24",1221,"09"
"2004-02-24 09:37:00","2004-02-24",1042,"09"
"2004-02-24 09:38:00","2004-02-24",712,"09"
"2004-02-24 09:39:00","2004-02-24",1300,"09"
"2004-02-24 09:40:00","2004-02-24",689,"09"
"2004-02-24 09:41:00","2004-02-24",2146,"09"
"2004-02-24 09:42:00","2004-02-24",734,"09"
"2004-02-24 09:43:00","2004-02-24",1384,"09"
"2004-02-24 09:44:00","2004-02-24",1341,"09"
"2004-02-24 09:45:00","2004-02-24",809,"09"
"2004-02-24 09:46:00","2004-02-24",259,"09"
"2004-02-24 09:47:00","2004-02-24",24,"09"
"2004-02-24 09:48:00","2004-02-24",47,"09"
"2004-02-24 09:49:00","2004-02-24",184,"09"
"2004-02-24 09:50:00","2004-02-24",425,"09"
"2004-02-24 09:51:00","2004-02-24",148,"09"
"2004-02-24 09:52:00","2004-02-24",5,"09"
"2004-02-24 09:53:00","2004-02-24",587,"09"
"2004-02-24 09:54:00","2004-02-24",809,"09"
"2004-02-24 09:55:00","2004-02-24",759,"09"
"2004-02-24 09:56:00","2004-02-24",485,"09"
"2004-02-24 09:57:00","2004-02-24",3,"09"
"2004-02-24 09:58:00","2004-02-24",197,"09"
"2004-02-24 09:59:00","2004-02-24",0,"09"
"2004-02-24 10:00:00","2004-02-24",3,"10"
"2004-02-24 10:01:00","2004-02-24",102,"10"
"2004-02-24 10:02:00","2004-02-24",204,"10"
"2004-02-24 10:03:00","2004-02-24",143,"10"
"2004-02-24 10:04:00","2004-02-24",160,"10"
"2004-02-24 10:05:00","2004-02-24",373,"10"
"2004-02-24 10:06:00","2004-02-24",197,"10"
"2004-02-24 10:07:00","2004-02-24",296,"10"
"2004-02-24 10:08:00","2004-02-24",317,"10"
"2004-02-24 10:09:00","2004-02-24",268,"10"
"2004-02-24 10:10:00","2004-02-24",296,"10"
"2004-02-24 10:11:00","2004-02-24",286,"10"
"2004-02-24 10:12:00","2004-02-24",94,"10"
"2004-02-24 10:13:00","2004-02-24",37,"10"
"2004-02-24 10:14:00","2004-02-24",0,"10"
"2004-02-24 10:15:00","2004-02-24",0,"10"
"2004-02-24 10:16:00","2004-02-24",0,"10"
"2004-02-24 10:17:00","2004-02-24",160,"10"
"2004-02-24 10:18:00","2004-02-24",8,"10"
"2004-02-24 10:19:00","2004-02-24",0,"10"
"2004-02-24 10:20:00","2004-02-24",0,"10"
"2004-02-24 10:21:00","2004-02-24",0,"10"
"2004-02-24 10:22:00","2004-02-24",3,"10"
"2004-02-24 10:23:00","2004-02-24",5,"10"
"2004-02-24 10:24:00","2004-02-24",37,"10"
"2004-02-24 10:25:00","2004-02-24",21,"10"
"2004-02-24 10:26:00","2004-02-24",166,"10"
"2004-02-24 10:27:00","2004-02-24",184,"10"
"2004-02-24 10:28:00","2004-02-24",978,"10"
"2004-02-24 10:29:00","2004-02-24",1260,"10"
"2004-02-24 10:30:00","2004-02-24",626,"10"
"2004-02-24 10:31:00","2004-02-24",485,"10"
"2004-02-24 10:32:00","2004-02-24",606,"10"
"2004-02-24 10:33:00","2004-02-24",398,"10"
"2004-02-24 10:34:00","2004-02-24",259,"10"
"2004-02-24 10:35:00","2004-02-24",197,"10"
"2004-02-24 10:36:00","2004-02-24",398,"10"
"2004-02-24 10:37:00","2004-02-24",125,"10"
"2004-02-24 10:38:00","2004-02-24",349,"10"
"2004-02-24 10:39:00","2004-02-24",178,"10"
"2004-02-24 10:40:00","2004-02-24",398,"10"
"2004-02-24 10:41:00","2004-02-24",227,"10"
"2004-02-24 10:42:00","2004-02-24",268,"10"
"2004-02-24 10:43:00","2004-02-24",64,"10"
"2004-02-24 10:44:00","2004-02-24",134,"10"
"2004-02-24 10:45:00","2004-02-24",439,"10"
"2004-02-24 10:46:00","2004-02-24",296,"10"
"2004-02-24 10:47:00","2004-02-24",219,"10"
"2004-02-24 10:48:00","2004-02-24",184,"10"
"2004-02-24 10:49:00","2004-02-24",134,"10"
"2004-02-24 10:50:00","2004-02-24",79,"10"
"2004-02-24 10:51:00","2004-02-24",98,"10"
"2004-02-24 10:52:00","2004-02-24",0,"10"
"2004-02-24 10:53:00","2004-02-24",5,"10"
"2004-02-24 10:54:00","2004-02-24",0,"10"
"2004-02-24 10:55:00","2004-02-24",3,"10"
"2004-02-24 10:56:00","2004-02-24",111,"10"
"2004-02-24 10:57:00","2004-02-24",0,"10"
"2004-02-24 10:58:00","2004-02-24",184,"10"
"2004-02-24 10:59:00","2004-02-24",626,"10"
"2004-02-24 11:00:00","2004-02-24",1221,"11"
"2004-02-24 11:01:00","2004-02-24",1146,"11"
"2004-02-24 11:02:00","2004-02-24",425,"11"
"2004-02-24 11:03:00","2004-02-24",500,"11"
"2004-02-24 11:04:00","2004-02-24",212,"11"
"2004-02-24 11:05:00","2004-02-24",82,"11"
"2004-02-24 11:06:00","2004-02-24",667,"11"
"2004-02-24 11:07:00","2004-02-24",242,"11"
"2004-02-24 11:08:00","2004-02-24",227,"11"
"2004-02-24 11:09:00","2004-02-24",268,"11"
"2004-02-24 11:10:00","2004-02-24",296,"11"
"2004-02-24 11:11:00","2004-02-24",439,"11"
"2004-02-24 11:12:00","2004-02-24",190,"11"
"2004-02-24 11:13:00","2004-02-24",12,"11"
"2004-02-24 11:14:00","2004-02-24",85,"11"
"2004-02-24 11:15:00","2004-02-24",277,"11"
"2004-02-24 11:16:00","2004-02-24",197,"11"
"2004-02-24 11:17:00","2004-02-24",411,"11"
"2004-02-24 11:18:00","2004-02-24",102,"11"
"2004-02-24 11:19:00","2004-02-24",190,"11"
"2004-02-24 11:20:00","2004-02-24",338,"11"
"2004-02-24 11:21:00","2004-02-24",219,"11"
"2004-02-24 11:22:00","2004-02-24",286,"11"
"2004-02-24 11:23:00","2004-02-24",85,"11"
"2004-02-24 11:24:00","2004-02-24",160,"11"
"2004-02-24 11:25:00","2004-02-24",111,"11"
"2004-02-24 11:26:00","2004-02-24",134,"11"
"2004-02-24 11:27:00","2004-02-24",73,"11"
"2004-02-24 11:28:00","2004-02-24",646,"11"
"2004-02-24 11:29:00","2004-02-24",1570,"11"
"2004-02-24 11:30:00","2004-02-24",689,"11"
"2004-02-24 11:31:00","2004-02-24",268,"11"
"2004-02-24 11:32:00","2004-02-24",259,"11"
"2004-02-24 11:33:00","2004-02-24",172,"11"
"2004-02-24 11:34:00","2004-02-24",296,"11"
"2004-02-24 11:35:00","2004-02-24",411,"11"
"2004-02-24 11:36:00","2004-02-24",734,"11"
"2004-02-24 11:37:00","2004-02-24",1341,"11"
"2004-02-24 11:38:00","2004-02-24",533,"11"
