"timestamp","date","activity","hour"
"2005-11-08 12:30:00","2005-11-08",0,"12"
"2005-11-08 12:31:00","2005-11-08",0,"12"
"2005-11-08 12:32:00","2005-11-08",0,"12"
"2005-11-08 12:33:00","2005-11-08",0,"12"
"2005-11-08 12:34:00","2005-11-08",0,"12"
"2005-11-08 12:35:00","2005-11-08",0,"12"
"2005-11-08 12:36:00","2005-11-08",0,"12"
"2005-11-08 12:37:00","2005-11-08",0,"12"
"2005-11-08 12:38:00","2005-11-08",0,"12"
"2005-11-08 12:39:00","2005-11-08",0,"12"
"2005-11-08 12:40:00","2005-11-08",0,"12"
"2005-11-08 12:41:00","2005-11-08",0,"12"
"2005-11-08 12:42:00","2005-11-08",0,"12"
"2005-11-08 12:43:00","2005-11-08",0,"12"
"2005-11-08 12:44:00","2005-11-08",0,"12"
"2005-11-08 12:45:00","2005-11-08",0,"12"
"2005-11-08 12:46:00","2005-11-08",0,"12"
"2005-11-08 12:47:00","2005-11-08",0,"12"
"2005-11-08 12:48:00","2005-11-08",0,"12"
"2005-11-08 12:49:00","2005-11-08",0,"12"
"2005-11-08 12:50:00","2005-11-08",0,"12"
"2005-11-08 12:51:00","2005-11-08",0,"12"
"2005-11-08 12:52:00","2005-11-08",0,"12"
"2005-11-08 12:53:00","2005-11-08",0,"12"
"2005-11-08 12:54:00","2005-11-08",0,"12"
"2005-11-08 12:55:00","2005-11-08",0,"12"
"2005-11-08 12:56:00","2005-11-08",0,"12"
"2005-11-08 12:57:00","2005-11-08",0,"12"
"2005-11-08 12:58:00","2005-11-08",0,"12"
"2005-11-08 12:59:00","2005-11-08",0,"12"
"2005-11-08 13:00:00","2005-11-08",0,"13"
"2005-11-08 13:01:00","2005-11-08",0,"13"
"2005-11-08 13:02:00","2005-11-08",0,"13"
"2005-11-08 13:03:00","2005-11-08",0,"13"
"2005-11-08 13:04:00","2005-11-08",0,"13"
"2005-11-08 13:05:00","2005-11-08",0,"13"
"2005-11-08 13:06:00","2005-11-08",0,"13"
"2005-11-08 13:07:00","2005-11-08",0,"13"
"2005-11-08 13:08:00","2005-11-08",959,"13"
"2005-11-08 13:09:00","2005-11-08",69,"13"
"2005-11-08 13:10:00","2005-11-08",69,"13"
"2005-11-08 13:11:00","2005-11-08",132,"13"
"2005-11-08 13:12:00","2005-11-08",180,"13"
"2005-11-08 13:13:00","2005-11-08",315,"13"
"2005-11-08 13:14:00","2005-11-08",494,"13"
"2005-11-08 13:15:00","2005-11-08",347,"13"
"2005-11-08 13:16:00","2005-11-08",544,"13"
"2005-11-08 13:17:00","2005-11-08",315,"13"
"2005-11-08 13:18:00","2005-11-08",421,"13"
"2005-11-08 13:19:00","2005-11-08",305,"13"
"2005-11-08 13:20:00","2005-11-08",124,"13"
"2005-11-08 13:21:00","2005-11-08",93,"13"
"2005-11-08 13:22:00","2005-11-08",108,"13"
"2005-11-08 13:23:00","2005-11-08",124,"13"
"2005-11-08 13:24:00","2005-11-08",87,"13"
"2005-11-08 13:25:00","2005-11-08",41,"13"
"2005-11-08 13:26:00","2005-11-08",81,"13"
"2005-11-08 13:27:00","2005-11-08",108,"13"
"2005-11-08 13:28:00","2005-11-08",199,"13"
"2005-11-08 13:29:00","2005-11-08",69,"13"
"2005-11-08 13:30:00","2005-11-08",163,"13"
"2005-11-08 13:31:00","2005-11-08",37,"13"
"2005-11-08 13:32:00","2005-11-08",93,"13"
"2005-11-08 13:33:00","2005-11-08",617,"13"
"2005-11-08 13:34:00","2005-11-08",408,"13"
"2005-11-08 13:35:00","2005-11-08",408,"13"
"2005-11-08 13:36:00","2005-11-08",305,"13"
"2005-11-08 13:37:00","2005-11-08",544,"13"
"2005-11-08 13:38:00","2005-11-08",326,"13"
"2005-11-08 13:39:00","2005-11-08",795,"13"
"2005-11-08 13:40:00","2005-11-08",394,"13"
"2005-11-08 13:41:00","2005-11-08",820,"13"
"2005-11-08 13:42:00","2005-11-08",382,"13"
"2005-11-08 13:43:00","2005-11-08",494,"13"
"2005-11-08 13:44:00","2005-11-08",305,"13"
"2005-11-08 13:45:00","2005-11-08",99,"13"
"2005-11-08 13:46:00","2005-11-08",128,"13"
"2005-11-08 13:47:00","2005-11-08",103,"13"
"2005-11-08 13:48:00","2005-11-08",69,"13"
"2005-11-08 13:49:00","2005-11-08",49,"13"
"2005-11-08 13:50:00","2005-11-08",75,"13"
"2005-11-08 13:51:00","2005-11-08",61,"13"
"2005-11-08 13:52:00","2005-11-08",116,"13"
"2005-11-08 13:53:00","2005-11-08",259,"13"
"2005-11-08 13:54:00","2005-11-08",186,"13"
"2005-11-08 13:55:00","2005-11-08",193,"13"
"2005-11-08 13:56:00","2005-11-08",286,"13"
"2005-11-08 13:57:00","2005-11-08",47,"13"
"2005-11-08 13:58:00","2005-11-08",37,"13"
"2005-11-08 13:59:00","2005-11-08",22,"13"
"2005-11-08 14:00:00","2005-11-08",72,"14"
"2005-11-08 14:01:00","2005-11-08",16,"14"
"2005-11-08 14:02:00","2005-11-08",0,"14"
"2005-11-08 14:03:00","2005-11-08",193,"14"
"2005-11-08 14:04:00","2005-11-08",227,"14"
"2005-11-08 14:05:00","2005-11-08",132,"14"
"2005-11-08 14:06:00","2005-11-08",31,"14"
"2005-11-08 14:07:00","2005-11-08",18,"14"
"2005-11-08 14:08:00","2005-11-08",23,"14"
"2005-11-08 14:09:00","2005-11-08",72,"14"
"2005-11-08 14:10:00","2005-11-08",49,"14"
"2005-11-08 14:11:00","2005-11-08",0,"14"
"2005-11-08 14:12:00","2005-11-08",0,"14"
"2005-11-08 14:13:00","2005-11-08",0,"14"
"2005-11-08 14:14:00","2005-11-08",0,"14"
"2005-11-08 14:15:00","2005-11-08",0,"14"
"2005-11-08 14:16:00","2005-11-08",0,"14"
"2005-11-08 14:17:00","2005-11-08",0,"14"
"2005-11-08 14:18:00","2005-11-08",99,"14"
"2005-11-08 14:19:00","2005-11-08",99,"14"
"2005-11-08 14:20:00","2005-11-08",0,"14"
"2005-11-08 14:21:00","2005-11-08",63,"14"
"2005-11-08 14:22:00","2005-11-08",168,"14"
"2005-11-08 14:23:00","2005-11-08",103,"14"
"2005-11-08 14:24:00","2005-11-08",0,"14"
"2005-11-08 14:25:00","2005-11-08",0,"14"
"2005-11-08 14:26:00","2005-11-08",0,"14"
"2005-11-08 14:27:00","2005-11-08",0,"14"
"2005-11-08 14:28:00","2005-11-08",0,"14"
"2005-11-08 14:29:00","2005-11-08",0,"14"
"2005-11-08 14:30:00","2005-11-08",0,"14"
"2005-11-08 14:31:00","2005-11-08",0,"14"
"2005-11-08 14:32:00","2005-11-08",6,"14"
"2005-11-08 14:33:00","2005-11-08",84,"14"
"2005-11-08 14:34:00","2005-11-08",49,"14"
"2005-11-08 14:35:00","2005-11-08",0,"14"
"2005-11-08 14:36:00","2005-11-08",20,"14"
"2005-11-08 14:37:00","2005-11-08",394,"14"
"2005-11-08 14:38:00","2005-11-08",220,"14"
"2005-11-08 14:39:00","2005-11-08",0,"14"
"2005-11-08 14:40:00","2005-11-08",0,"14"
"2005-11-08 14:41:00","2005-11-08",14,"14"
"2005-11-08 14:42:00","2005-11-08",163,"14"
"2005-11-08 14:43:00","2005-11-08",43,"14"
"2005-11-08 14:44:00","2005-11-08",108,"14"
"2005-11-08 14:45:00","2005-11-08",0,"14"
"2005-11-08 14:46:00","2005-11-08",120,"14"
"2005-11-08 14:47:00","2005-11-08",57,"14"
"2005-11-08 14:48:00","2005-11-08",132,"14"
"2005-11-08 14:49:00","2005-11-08",99,"14"
"2005-11-08 14:50:00","2005-11-08",84,"14"
"2005-11-08 14:51:00","2005-11-08",61,"14"
"2005-11-08 14:52:00","2005-11-08",61,"14"
"2005-11-08 14:53:00","2005-11-08",0,"14"
"2005-11-08 14:54:00","2005-11-08",37,"14"
"2005-11-08 14:55:00","2005-11-08",163,"14"
"2005-11-08 14:56:00","2005-11-08",174,"14"
"2005-11-08 14:57:00","2005-11-08",132,"14"
"2005-11-08 14:58:00","2005-11-08",336,"14"
"2005-11-08 14:59:00","2005-11-08",57,"14"
"2005-11-08 15:00:00","2005-11-08",180,"15"
"2005-11-08 15:01:00","2005-11-08",199,"15"
"2005-11-08 15:02:00","2005-11-08",174,"15"
"2005-11-08 15:03:00","2005-11-08",93,"15"
"2005-11-08 15:04:00","2005-11-08",494,"15"
"2005-11-08 15:05:00","2005-11-08",795,"15"
"2005-11-08 15:06:00","2005-11-08",770,"15"
"2005-11-08 15:07:00","2005-11-08",746,"15"
"2005-11-08 15:08:00","2005-11-08",463,"15"
"2005-11-08 15:09:00","2005-11-08",35,"15"
"2005-11-08 15:10:00","2005-11-08",5,"15"
"2005-11-08 15:11:00","2005-11-08",24,"15"
"2005-11-08 15:12:00","2005-11-08",87,"15"
"2005-11-08 15:13:00","2005-11-08",19,"15"
"2005-11-08 15:14:00","2005-11-08",35,"15"
"2005-11-08 15:15:00","2005-11-08",28,"15"
"2005-11-08 15:16:00","2005-11-08",57,"15"
"2005-11-08 15:17:00","2005-11-08",370,"15"
"2005-11-08 15:18:00","2005-11-08",72,"15"
"2005-11-08 15:19:00","2005-11-08",186,"15"
"2005-11-08 15:20:00","2005-11-08",15,"15"
"2005-11-08 15:21:00","2005-11-08",47,"15"
"2005-11-08 15:22:00","2005-11-08",11,"15"
"2005-11-08 15:23:00","2005-11-08",25,"15"
"2005-11-08 15:24:00","2005-11-08",17,"15"
"2005-11-08 15:25:00","2005-11-08",43,"15"
"2005-11-08 15:26:00","2005-11-08",0,"15"
"2005-11-08 15:27:00","2005-11-08",23,"15"
"2005-11-08 15:28:00","2005-11-08",137,"15"
"2005-11-08 15:29:00","2005-11-08",45,"15"
"2005-11-08 15:30:00","2005-11-08",0,"15"
